Waktu,User,Lattitude,LongitudeDegree
20 Jul 2019 15.29.30,1,-6,972835,107,632659,92,52
20 Jul 2019 15.29.31,1,-6,972635,107,632765,127,6
20 Jul 2019 15.29.33,1,-6,972552,107,632676,127,6
20 Jul 2019 15.29.34,1,-6,972835,107,632659,92,52
20 Jul 2019 15.29.36,1,-6,972635,107,632765,127,6
20 Jul 2019 15.29.37,1,-6,972552,107,632676,127,6
20 Jul 2019 15.29.39,1,-6,972835,107,632659,92,52
20 Jul 2019 15.29.40,1,-6,972635,107,632765,127,6
20 Jul 2019 15.29.42,1,-6,972552,107,632676,127,6
20 Jul 2019 15.29.43,1,-6,972835,107,632659,92,52
20 Jul 2019 15.29.45,1,-6,972635,107,632765,127,6
20 Jul 2019 15.29.46,1,-6,972552,107,632676,127,6
20 Jul 2019 15.29.48,1,-6,972835,107,632659,92,52
20 Jul 2019 15.29.49,1,-6,972635,107,632765,127,6
20 Jul 2019 15.29.51,1,-6,972552,107,632676,127,6
20 Jul 2019 15.29.52,1,-6,972835,107,632659,92,52
20 Jul 2019 15.29.54,1,-6,972635,107,632765,127,6
20 Jul 2019 15.29.55,1,-6,972552,107,632676,127,6
20 Jul 2019 15.29.57,1,-6,972835,107,632659,92,52
20 Jul 2019 15.29.58,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.00,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.01,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.03,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.04,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.06,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.07,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.09,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.10,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.12,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.13,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.15,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.16,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.18,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.19,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.21,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.22,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.24,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.25,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.27,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.28,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.30,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.31,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.33,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.34,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.36,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.37,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.39,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.40,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.42,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.43,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.45,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.46,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.48,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.49,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.51,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.52,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.54,1,-6,972552,107,632676,127,6
20 Jul 2019 15.30.55,1,-6,972835,107,632659,92,52
20 Jul 2019 15.30.57,1,-6,972635,107,632765,127,6
20 Jul 2019 15.30.58,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.00,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.01,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.03,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.04,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.06,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.07,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.09,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.10,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.12,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.13,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.15,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.16,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.18,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.19,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.21,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.22,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.24,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.25,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.27,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.28,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.30,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.31,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.33,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.34,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.36,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.37,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.39,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.40,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.42,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.43,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.45,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.46,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.48,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.49,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.51,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.52,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.54,1,-6,972835,107,632659,92,52
20 Jul 2019 15.31.55,1,-6,972635,107,632765,127,6
20 Jul 2019 15.31.57,1,-6,972552,107,632676,127,6
20 Jul 2019 15.31.58,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.00,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.01,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.03,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.04,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.06,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.07,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.09,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.10,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.12,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.13,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.15,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.16,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.18,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.19,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.21,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.22,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.24,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.25,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.27,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.28,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.30,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.31,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.33,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.34,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.36,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.37,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.39,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.40,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.42,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.43,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.45,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.46,1,-6,972552,107,632676,127,6
20 Jul 2019 15.32.48,1,-6,972835,107,632659,92,52
20 Jul 2019 15.32.49,1,-6,972635,107,632765,127,6
20 Jul 2019 15.32.51,1,-6,972552,107,632676,127,6
